,totPurchaseAmt,street1,zip,property
106686,237600.0,3394 Buckbee Road,55110,3394 Buckbee Road 55110
106687,200000.0,1538 Conway Street,55106,1538 Conway Street 55106
106688,219900.0,1058 Hawthorne Avenue E,55106,1058 Hawthorne Avenue E 55106
106689,211000.0,1709 Eustis Street,55113,1709 Eustis Street 55113
106690,147000.0,1167 Geranium Ave E,55106,1167 Geranium Ave E 55106
106691,600000.0,11 White Pine Rd,55127,11 White Pine Rd 55127
106693,210000.0,1776 Atlantic Street,55109,1776 Atlantic Street 55109
106695,1295000.0,18 Kenwood Parkway,55105,18 Kenwood Parkway 55105
106697,70000.0,886 York Ave.,55106,886 York Ave. 55106
106699,174900.0,1520 Canfield Avenue,55108,1520 Canfield Avenue 55108
106701,207000.0,,54155,
106702,209700.0,667 Iglehart Avenue,55104,667 Iglehart Avenue 55104
106704,188000.0,992 McLean Avneue,55106,992 McLean Avneue 55106
106705,120000.0,4790 Sandra Lane,55110,4790 Sandra Lane 55110
106706,224900.0,217 King St W,55107,217 King St W 55107
106707,194000.0,1851 Barclay St,551094402,1851 Barclay St 551094402
106708,90000.0,935 Kennard Street,55106-3619,935 Kennard Street 55106-3619
106709,110900.0,1114 Margaret Street,55106,1114 Margaret Street 55106
106710,187000.0,1362 Beech Street,55106,1362 Beech Street 55106
106712,400000.0,5211 E County Line North,55110,5211 E County Line North 55110
106713,190000.0,1807 Sheridan Ave,55116,1807 Sheridan Ave 55116
106714,205000.0,1358 Snelling Ave N,55108,1358 Snelling Ave N 55108
106715,120000.0,,55109,
106717,251000.0,3244 Monterey Ave,55127,3244 Monterey Ave 55127
106718,210000.0,1427 Idaho Avenue E.,55106,1427 Idaho Avenue E. 55106
106719,449900.0,434 Cherokee Avenue,55107,434 Cherokee Avenue 55107
106720,159000.0,4465 Arden View Court,55112,4465 Arden View Court 55112
106722,509900.0,5510 West Bald Eagle Boulevard,55110,5510 West Bald Eagle Boulevard 55110
106723,279500.0,1760 5th Street,55110,1760 5th Street 55110
106725,269900.0,1742 Tatum Street,55113,1742 Tatum Street 55113
106726,200000.0,693 Skillman Ave W,55113,693 Skillman Ave W 55113
106727,178000.0,1349 Hazelwood Street,55106,1349 Hazelwood Street 55106
106728,175000.0,5446 Jackson Drive,55112,5446 Jackson Drive 55112
106730,222000.0,5425 Adams Street,55112,5425 Adams Street 55112
106733,210000.0,731 Simon Ave,55117,731 Simon Ave 55117
106734,107500.0,1616 Blair Avenue,55104,1616 Blair Avenue 55104
106736,230000.0,536 Riviera Drive,55112,536 Riviera Drive 55112
106737,234000.0,603 Pascal St N,55104,603 Pascal St N 55104
106738,174900.0,1360 Margaret Street,55106,1360 Margaret Street 55106
106739,180000.0,724 4th Street E,55106,724 4th Street E 55106
106740,219900.0,8461 Spring Lake Road,55112,8461 Spring Lake Road 55112
106741,260000.0,461 Goodhue St,55102,461 Goodhue St 55102
106742,254000.0,1129 Cleveland Avenue South,55116,1129 Cleveland Avenue South 55116
106745,238500.0,2207 Londin Lane East,55110,2207 Londin Lane East 55110
106746,61000.0,669 Kent Street,55103,669 Kent Street 55103
106747,160000.0,450 Brainerd Ave,55130,450 Brainerd Ave 55130
106748,476000.0,1315 Elanor Ave,55116,1315 Elanor Ave 55116
106750,765000.0,875 Osceola Avenue,55105,875 Osceola Avenue 55105
106752,348000.0,1404 Scheffer Avenue,55116,1404 Scheffer Avenue 55116
106753,657500.0,655 Goodrich Avenue,55105,655 Goodrich Avenue 55105
106754,88000.0,793 Howell St N,55104,793 Howell St N 55104
106755,170000.0,1461 Idaho Ave E,55106,1461 Idaho Ave E 55106
106756,180000.0,1899 Cottage Avenue E,55119,1899 Cottage Avenue E 55119
106758,277014.0,784 Hiawatha Avenue,55127,784 Hiawatha Avenue 55127
106760,263500.0,1307 Englewood Avenue,55104,1307 Englewood Avenue 55104
106761,212500.0,767 Stryker Avenue,55107,767 Stryker Avenue 55107
106762,435000.0,116 Lexington Parkway North,55104,116 Lexington Parkway North 55104
106763,235000.0,2773 Arona Street,55113,2773 Arona Street 55113
106765,190000.0,2321 Shoshone Road,55109,2321 Shoshone Road 55109
106766,1050000.0,3420 Fairview Ave N,55112,3420 Fairview Ave N 55112
106767,172750.0,845 Albert Street N,55104,845 Albert Street N 55104
106768,412000.0,1434 Iowa Ave. W.,55108,1434 Iowa Ave. W. 55108
106769,291400.0,103 Wedgewood Court,55112,103 Wedgewood Court 55112
106770,258000.0,2175 Mcafee Circle,55109,2175 Mcafee Circle 55109
106771,194900.0,91 Kent Street,55102,91 Kent Street 55102
106772,157900.0,574 Brunson Street,55130,574 Brunson Street 55130
106774,199900.0,2249 Lois Drive,55112,2249 Lois Drive 55112
106775,257000.0,2147 Larpenteur Avenue East,55109,2147 Larpenteur Avenue East 55109
106776,92700.0,652 Thomas Avenue,55104,652 Thomas Avenue 55104
106777,320000.0,1215 Edgcumbe Road,55105,1215 Edgcumbe Road 55105
106778,462000.0,315 Maiden Lane,55102,315 Maiden Lane 55102
106780,160000.0,1151 Virginia Street,55117,1151 Virginia Street 55117
106781,164900.0,21 George Street E,55107,21 George Street E 55107
106782,196000.0,298 Old Highway 8 NW,55112,298 Old Highway 8 NW 55112
106783,115000.0,754 Hawthorne Avenue East,55106,754 Hawthorne Avenue East 55106
106784,133500.0,410 Livingston Avenue,55107,410 Livingston Avenue 55107
106785,149900.0,953 Sherburne Avenue,55104-2607,953 Sherburne Avenue 55104-2607
106786,147000.0,848 Case Avenue,55106,848 Case Avenue 55106
106787,60000.0,277 Annapolis Street E,55118,277 Annapolis Street E 55118
106788,236500.0,1008 Lexington Parkway N.,55103,1008 Lexington Parkway N. 55103
106789,132500.0,349 George Street West,55107,349 George Street West 55107
106791,260000.0,3514 Glen Oaks Ave,55110,3514 Glen Oaks Ave 55110
106792,235000.0,2124 Radatz Avenue,55109,2124 Radatz Avenue 55109
106794,204100.0,1271 Edgerton St,55130,1271 Edgerton St 55130
106796,221000.0,896 Carroll Avenue,55104,896 Carroll Avenue 55104
106797,204000.0,638 Mccallum Drive,55112,638 Mccallum Drive 55112
106798,230000.0,,55303,
106799,150000.0,3524 Montmorency Street,55110,3524 Montmorency Street 55110
106800,250000.0,1778 Desoto St. N,55117,1778 Desoto St. N 55117
106801,185000.0,2735 Century Court,55110,2735 Century Court 55110
106802,390100.0,2974 Highcourte Circle,55113,2974 Highcourte Circle 55113
106804,81400.0,872 Geranium Street E,55106,872 Geranium Street E 55106
106805,210000.0,3696 Midland Avenue,55110,3696 Midland Avenue 55110
106806,296900.0,,55104,
106807,311000.0,1616 Wellesley Ave.,55105,1616 Wellesley Ave. 55105
106809,160000.0,5287 Raymond Avenue,55112,5287 Raymond Avenue 55112
106810,174500.0,485 Smith Ave N,55102,485 Smith Ave N 55102
106811,1600000.0,700 Osceola Ave,55105,700 Osceola Ave 55105
106812,222000.0,4131 Scheuneman Road,55110,4131 Scheuneman Road 55110
106814,130000.0,4194 White Bear Parkway,55110,4194 White Bear Parkway 55110
106815,181000.0,234 Congress Street West,55107,234 Congress Street West 55107
106816,180000.0,117 Skillman Avenue East,55117,117 Skillman Avenue East 55117
106817,187000.0,1115 Farrington Street,55117,1115 Farrington Street 55117
106819,170000.0,129 Magnolia Avenue E,55117,129 Magnolia Avenue E 55117
106820,295000.0,1771 Shryer Ave W,55113,1771 Shryer Ave W 55113
106822,230000.0,1851 Longview Drive,55112,1851 Longview Drive 55112
106824,90000.0,38 Winnipeg Ave,55117,38 Winnipeg Ave 55117
106825,290000.0,126 Winifred St W,55107,126 Winifred St W 55107
106826,495000.0,400 Holly Ave,55102,400 Holly Ave 55102
106828,118400.0,,55068,
106829,239900.0,3934 Portland Avenue,55110,3934 Portland Avenue 55110
106830,1200000.0,80 82 Arundel St,55102,80 82 Arundel St 55102
106831,105000.0,1001 Fuller Ave.,55104,1001 Fuller Ave. 55104
106832,125000.0,1914 Chelton Ave.,55104,1914 Chelton Ave. 55104
106833,173000.0,142 Roselawn Avenue East,55117,142 Roselawn Avenue East 55117
106834,357000.0,4101 Gale Circle,55112,4101 Gale Circle 55112
106836,204000.0,1823 Ross Avenue E,55119,1823 Ross Avenue E 55119
106837,198500.0,2917 Hamline Ave N,55113,2917 Hamline Ave N 55113
106838,389200.0,13 Lake Court,55127,13 Lake Court 55127
106839,250000.0,5790 Fairview Ave N,55126,5790 Fairview Ave N 55126
106841,390000.0,1085 Lake Oaks Drive,55126,1085 Lake Oaks Drive 55126
106842,149900.0,293 Goodrich Avenue,55102,293 Goodrich Avenue 55102
106843,330000.0,5021 Turtle Lane W.,55126,5021 Turtle Lane W. 55126
106844,259000.0,,55125,
106845,267500.0,1891 Chatsworth St N,55113,1891 Chatsworth St N 55113
106846,200000.0,1517 Clarence Street,55106,1517 Clarence Street 55106
106847,449870.0,1104 Pine Hill Lane,55127,1104 Pine Hill Lane 55127
106848,70000.0,,55126,
106849,161000.0,2491 Gisella Boulevard,55110,2491 Gisella Boulevard 55110
106850,160000.0,1883 Iowa Avenue East,55119,1883 Iowa Avenue East 55119
106851,65000.0,,55107,
106853,260000.0,4354 Snail Lake Blvd,55126,4354 Snail Lake Blvd 55126
106858,90000.0,1319 Bush Avenue,55106,1319 Bush Avenue 55106
106859,178000.0,1152 Farrington Street,55117,1152 Farrington Street 55117
106860,960005.0,19 Phoebe Lane N.,55127,19 Phoebe Lane N. 55127
106861,127900.0,849 Rose Ave E,55106,849 Rose Ave E 55106
106862,220000.0,2681 English Street,55109,2681 English Street 55109
106863,272000.0,660 Tanglewood Drive,55126,660 Tanglewood Drive 55126
106864,247000.0,794 Chippewa Ave,55107,794 Chippewa Ave 55107
106868,149900.0,2035 Bush Avenue E.,55119,2035 Bush Avenue E. 55119
106869,142000.0,1754 Jackson Street,55117,1754 Jackson Street 55117
106870,193900.0,651 Wheelock Pkwy E,55106,651 Wheelock Pkwy E 55106
106871,131211.0,1754 Jackson Street North,55117,1754 Jackson Street North 55117
106872,124000.0,1174 Western Ave N,55117,1174 Western Ave N 55117
106873,405000.0,1661 Juno Ave,570925,1661 Juno Ave 570925
106874,31000.0,1174 Western Ave N,55117,1174 Western Ave N 55117
106875,225000.0,1264 Knapp Place,55108,1264 Knapp Place 55108
106876,330000.0,2123 Palace Ave,55105,2123 Palace Ave 55105
106877,364900.0,3325 Lake Johanna Boulevard,55112,3325 Lake Johanna Boulevard 55112
106878,440000.0,1932 Ashland Ave,55104,1932 Ashland Ave 55104
106879,118000.0,4203 Oak Crest Dr,55127,4203 Oak Crest Dr 55127
106880,24824.92,764 Tatum Street,55104,764 Tatum Street 55104
106881,150000.0,1715 Iowa Avenue E.,55106,1715 Iowa Avenue E. 55106
106882,244900.0,1262 Juno Avenue,55116,1262 Juno Avenue 55116
106884,150000.0,686 Clear Avenue,55106,686 Clear Avenue 55106
106885,186250.0,641 Edmund Avenue,55104,641 Edmund Avenue 55104
106886,236202.0,1758 Carroll Avenue,55104,1758 Carroll Avenue 55104
106888,244500.0,961 Scheffer Ave,55102,961 Scheffer Ave 55102
106890,118500.0,1686 Mcknight Lane 36,55109,1686 Mcknight Lane 36 55109
106892,145000.0,551 Central Ave W,55103,551 Central Ave W 55103
106893,233450.0,3641 Saint Regis Drive,55110,3641 Saint Regis Drive 55110
106894,245000.0,258 16th Avenue NW,55112,258 16th Avenue NW 55112
106895,211150.0,3822 Kenny Lane,55110,3822 Kenny Lane 55110
106896,189000.0,133 Kingston Avenue,55117,133 Kingston Avenue 55117
106897,77000.0,723 4th Street East,55106,723 4th Street East 55106
106898,159900.0,1766 7TH STREET E,55106,1766 7TH STREET E 55106
106899,197000.0,572 Hazel Street N,55119,572 Hazel Street N 55119
106900,267900.0,727 Tanglewood Drive,55126,727 Tanglewood Drive 55126
106901,182500.0,755 Central Avenue W,55104,755 Central Avenue W 55104
106903,260000.0,3307 Churchill Street North,55126-8123,3307 Churchill Street North 55126-8123
106904,240000.0,408 Aurora Avenue,55103,408 Aurora Avenue 55103
106905,355000.0,1220 Wellesley Avenue,55105,1220 Wellesley Avenue 55105
106906,245000.0,1643 Maywood Street,55117,1643 Maywood Street 55117
106907,113000.0,1172 Maryland Avenue East,55106,1172 Maryland Avenue East 55106
106908,143500.0,1076 Matilda Street,55117,1076 Matilda Street 55117
106909,252000.0,2828 Hilltop Court,55109,2828 Hilltop Court 55109
106911,294000.0,1562 15th Terrace Northwest,55112,1562 15th Terrace Northwest 55112
106912,275000.0,969 Parker Ave,55113,969 Parker Ave 55113
106916,159999.0,1319 Woodbridge Street,55117,1319 Woodbridge Street 55117
106917,125000.0,1729 Beech Street,55106,1729 Beech Street 55106
106918,203000.0,2191 Wilson Avenue,55119,2191 Wilson Avenue 55119
106919,232250.0,1452 Burke Ave E,55109,1452 Burke Ave E 55109
106922,189900.0,667 Clear Avenue,55106,667 Clear Avenue 55106
106923,325000.0,1689 Iglehart Ave,55104,1689 Iglehart Ave 55104
106924,425000.0,573 Warwick Street,55116,573 Warwick Street 55116
106925,235000.0,2965 Bartelmy Lane,55109,2965 Bartelmy Lane 55109
106927,160000.0,1116 Flandrau Street,55106,1116 Flandrau Street 55106
106928,205000.0,1250 Reaney Avenue,55106,1250 Reaney Avenue 55106
106930,105000.0,1989 Hawthorne Ave E,55119,1989 Hawthorne Ave E 55119
106931,189000.0,1880 5th Street E,55119,1880 5th Street E 55119
106933,204000.0,21 McClelland Street North,55119,21 McClelland Street North 55119
106934,135000.0,722 Minnehaha Avenue West,55104,722 Minnehaha Avenue West 55104
106935,143550.0,821 Idaho Avenue West,55117,821 Idaho Avenue West 55117
106936,369900.0,908 Ferndale Street South,55119,908 Ferndale Street South 55119
106937,292500.0,1167 Autumn Street,55113,1167 Autumn Street 55113
106938,151000.0,917 Eleanor Ave,55102,917 Eleanor Ave 55102
106939,225000.0,910 Armstrong Ave,55102,910 Armstrong Ave 55102
106940,260000.0,30 Winthrop Street South,55119,30 Winthrop Street South 55119
106941,289900.0,1908 19th Ter NW,55112,1908 19th Ter NW 55112
106942,310750.0,,55374,
106943,510000.0,1787 Hillcrest Avenue,55116,1787 Hillcrest Avenue 55116
106945,234000.0,2589 Bittersweet Lane,55109,2589 Bittersweet Lane 55109
106946,356000.0,,06611,
106948,165000.0,2993 Furness Street N,55109,2993 Furness Street N 55109
106949,247000.0,1891 Clarence Street,55110,1891 Clarence Street 55110
106950,450000.0,1738 Hague Ave.,55104,1738 Hague Ave. 55104
106952,411000.0,4681 Banning Ave,55110,4681 Banning Ave 55110
106954,131000.0,7935 Greenfield Avenue,55112,7935 Greenfield Avenue 55112
106955,219350.0,1335 Mackubin Street,55117,1335 Mackubin Street 55117
106956,565000.0,820 Carla Lane,55109,820 Carla Lane 55109
106959,179900.0,5466 Prospect Avenue,55110,5466 Prospect Avenue 55110
106960,160000.0,438 Page St W,55107,438 Page St W 55107
106961,225000.0,1435 McKinley St,55108,1435 McKinley St 55108
106962,83000.0,1981 Minnehaha Avenue East,55119,1981 Minnehaha Avenue East 55119
106963,140000.0,1690 Ross Avenue,55106,1690 Ross Avenue 55106
106964,196000.0,691 Cottage Avenue East,55106,691 Cottage Avenue East 55106
106965,185200.0,202 Summer Avenue,55117,202 Summer Avenue 55117
106966,236500.0,"2276 Highway 36 W,",55113,"2276 Highway 36 W, 55113"
106967,207000.0,1351 Charles Ave,551042425,1351 Charles Ave 551042425
106969,450000.0,892 Hague Avenue,55104,892 Hague Avenue 55104
106970,226500.0,4792 Sharon Lane,55110,4792 Sharon Lane 55110
106973,294000.0,5724 Ridge Vreek Road,55126,5724 Ridge Vreek Road 55126
106974,194500.0,300 Page Street East,55107,300 Page Street East 55107
106975,540000.0,486 Owasso Hills Drive,55113,486 Owasso Hills Drive 55113
106976,240000.0,1542 Grotto St. N.,55117,1542 Grotto St. N. 55117
106977,174000.0,2166 12th St.,55110,2166 12th St. 55110
106979,237000.0,218 Ferndale Street North,55119,218 Ferndale Street North 55119
106982,725000.0,3 Blue Spruce Court,55127,3 Blue Spruce Court 55127
106984,160000.0,1251 Albemarle Street,55117,1251 Albemarle Street 55117
106985,246000.0,1337 Hartford AVe,55116,1337 Hartford AVe 55116
106987,47500.0,1656 Cope Ave E,55109,1656 Cope Ave E 55109
106988,259500.0,1387 Juliet Avenue,55105,1387 Juliet Avenue 55105
106989,395000.0,5910 Kitkerry Court North,55126,5910 Kitkerry Court North 55126
106990,260000.0,760 Tuscarora,55102,760 Tuscarora 55102
106991,245000.0,5126 Greenwod Drive,55112,5126 Greenwod Drive 55112
106992,335000.0,1944 Rosedale Drive,55113,1944 Rosedale Drive 55113
106993,275000.0,,85209,
106994,231500.0,2245 Carver Avenue E.,55119,2245 Carver Avenue E. 55119
106995,274500.0,1263 Cleveland Ave S,55116,1263 Cleveland Ave S 55116
106998,220000.0,2650 University Ave. W. #220,55114,2650 University Ave. W. #220 55114
106999,266000.0,939 Bayard Avenue,55102,939 Bayard Avenue 55102
107000,294000.0,794 Iowa Avenue W,55117,794 Iowa Avenue W 55117
107001,190000.0,1822 Desoto Street N,55117,1822 Desoto Street N 55117
107002,342500.0,3708 Chatham Circle,55112,3708 Chatham Circle 55112
107003,470000.0,491 Ashland Avenue,55102,491 Ashland Avenue 55102
107004,334900.0,1738 Saint Clair Avenue,55105,1738 Saint Clair Avenue 55105
107005,173000.0,1029 Reaney Avenue,55106,1029 Reaney Avenue 55106
107006,220000.0,768 Hazelwood St,55106,768 Hazelwood St 55106
107007,150000.0,350 Idaho Ave W,55117,350 Idaho Ave W 55117
107008,229000.0,1708 Stanich Place,55109,1708 Stanich Place 55109
107009,665000.0,80 Western Avenue N Unit 101,55102,80 Western Avenue N Unit 101 55102
107010,165000.0,693 Front Ave,55103,693 Front Ave 55103
107011,115000.0,946 Edmund Avenue,55104,946 Edmund Avenue 55104
107012,340000.0,566 Syndicate St S,55116,566 Syndicate St S 55116
107013,72500.0,1463 Lafond Ave.,55104,1463 Lafond Ave. 55104
107015,185000.0,1283 Watson Ave,55116,1283 Watson Ave 55116
107018,180000.0,1844 Bush Ave E,55119,1844 Bush Ave E 55119
107019,180500.0,437Sextant Avenue E,55117,437Sextant Avenue E 55117
107020,435000.0,1558 Fulham Street,55108,1558 Fulham Street 55108
107022,615000.0,,55113,
107023,230900.0,3012 Bellaire Avenue,55109,3012 Bellaire Avenue 55109
107024,175000.0,3692 Kenny Lane,55110,3692 Kenny Lane 55110
107025,230000.0,1038 Mackubin St,55117,1038 Mackubin St 55117
107026,219000.0,1742 Dayton Avenue,55104,1742 Dayton Avenue 55104
107027,270000.0,1277 Lealand Rd. E.,55109,1277 Lealand Rd. E. 55109
107028,260850.0,1844 Kennard Street,55109,1844 Kennard Street 55109
107029,517000.0,5659 Erik Lane,55126,5659 Erik Lane 55126
107030,245000.0,659 County Road C West,55113,659 County Road C West 55113
107031,190000.0,209 McClelland Street North,55119,209 McClelland Street North 55119
107032,89700.0,,55119,
107033,80000.0,1261 Bush Avenue,55106,1261 Bush Avenue 55106
107034,209800.0,8055 Sunnyside Road,55122,8055 Sunnyside Road 55122
107035,127000.0,860 Lafond Avenue,55104,860 Lafond Avenue 55104
107037,237000.0,8479 Knollwood Drive,55112,8479 Knollwood Drive 55112
107038,150000.0,1340 4th Street East,55106,1340 4th Street East 55106
107039,191000.0,195 Galtier Place,55126,195 Galtier Place 55126
107040,272000.0,5376 Cottage Avenue,55110,5376 Cottage Avenue 55110
107041,260000.0,525 Inca Lane,55112,525 Inca Lane 55112
107042,259000.0,1186 Burke Avenue W,55113,1186 Burke Avenue W 55113
107043,229000.0,1651 Clarence Street,55106,1651 Clarence Street 55106
107044,216700.0,626 White Bear Ave N,55106,626 White Bear Ave N 55106
107045,290000.0,2265 Saint Stephens St,55113,2265 Saint Stephens St 55113
107046,350100.0,4962 Turtle Ln. E.,55126,4962 Turtle Ln. E. 55126
107047,261700.0,2027 Thure Avenue,55116,2027 Thure Avenue 55116
107048,140000.0,,55431,
107049,494500.0,1745 Juliet Avenue,55105,1745 Juliet Avenue 55105
107050,280000.0,685-687 4th Street East,55106,685-687 4th Street East 55106
107051,158500.0,1554 Iowa Ave E,55106,1554 Iowa Ave E 55106
107053,238650.0,2199 Mohawk Rd E,55119,2199 Mohawk Rd E 55119
107054,200000.0,2581 Bittersweet Lane,55109,2581 Bittersweet Lane 55109
107057,250000.0,1896 Holton Street,55113,1896 Holton Street 55113
107058,420000.0,2319 Hoyt Avenue East,55119,2319 Hoyt Avenue East 55119
107061,132500.0,1768 East Shore Drive,55109,1768 East Shore Drive 55109
107062,132500.0,1768 East Shore Drive,55109,1768 East Shore Drive 55109
107064,194900.0,2099 La Crosse Avenue,55119,2099 La Crosse Avenue 55119
